Trích yếu,ID phòng xử lý
V/v góp ý tổ chức Tháng hành động “Tiếp nhận và giải quyết thủ tục hành chính ngay trong ngày”.,2733540
"Về sắp xếp tổ chức bộ máy, quản lý viên chức phục vụ Đoàn giám sát của Quốc hội chuyên đề Việc thực hiện chính sách, pháp luật về thực hành tiết kiệm, chống lãng phí giai đoạn 2016-2021""""",2733552
"Về nguồn kinh phí bồi dưỡng cán bộ, công chức Hội Liên hiệp Phụ nữ các cấp và Chi hội trưởng Phụ nữ giai đoạn 2019 - 2025",2733546
Công văn về việc có ý kiến giữ nguyên hay hợp nhất một số cơ quan chuyên môn với nhau,2733552
"V/v góp ý kế hoạch sản xuất, kinh doanh năm 2022 của Công ty Đầu tư Tài chính Nhà nước Thành phố Hồ Chí Minh",2733552
V/v đăng ký tham lớp bồi dưỡng tiếng Anh tương đương bậc 3 và bậc 4 theo khung năng lực ngoại ngữ Việt Nam năm 2022,2733546
về nội dung làm việc của Tổ kiểm tra theo Quyết định số 99/QĐ-TTCP,2733552
Về cho phép cán bộ đi Mỹ về việc riêng - ông Trần Thanh Tùng (từ 27/5/2023 đến 11/6/2023),2733546
V/v đề nghị khen thưởng cấp Thành phố đối với các tập thể có nhiều đóng góp trong công tác tổ chức Ngày chạy Olympic vì sức khỏe toàn dân năm 2023,2733522
V/v điều chỉnh danh sách tham dự lớp bồi dưỡng văn hóa công vụ,2733546
Về việc đề nghị bổ nhiệm lại chức vụ Phó Hiệu trưởng Trường Cao đẳng Công nghệ Thủ Đức,2733552
Về chấp thuận cho công chức nghỉ phép đi nước ngoài - Bà Phạm Kim Hoa,2733546
"Về việc thay đổi, bổ sung thành viên Đoàn kiểm tra liên ngành về trật tự an toàn giao thông đường thủy",2733552
"Về kế hoạch triển khai cập nhật, đồng bộ dữ liệu theo Đề án 893",2733546
Về kiện toàn Hội đồng xét công nhận sáng kiến có phạm vị ảnh hưởng cấp huyện,2733522
Về Báo cáo Kế hoạch biên chế năm 2023,2733552
Về xin phép đi nước ngoài về việc công tại Campuchia của bà Nguyễn Anh Thảo - Phó Chánh Văn phòng Ủy ban nhân dân Quận 1,2733546
V/v góp ý Chỉ thị về việc thực hiện hiệu quả công tác CCHC trên địa bàn Thành phố Hồ Chí Minh giia đoạn 2022-2025,2733540
"V/v cấp mới mã số thẻ đối với cán bộ, công chức, viên chức và người lao động",2733546
"Về việc thực hiện quy trình xử lý kỷ luật đối với công chức, viên chức",2733546
Vv báo cáo tình hình triển khai Đề án Kế hoạch cơ cấu lại ngành dịch vụ định hướng đến năm 2025,2733552
Tờ trình Về việc đề nghị khen thưởng danh hiệu chiến sĩ thi đua cấp Thành phố cho cá nhân thuộc Quận 4,2733522
Kế Hoạch đào tạo bồi dưỡng cán bộ công chức viên chức của Quận 8 năm 2022,2733546
"Về điều chỉnh thông tin, thay thế, bổ sung thành viên, huỷ bỏ và thành lập mới Hội đồng lựa chọn sách giáo khoa cấp Tiểu học, cấp Trung học cơ sở và cấp Trung học phổ thông năm 2023.",2733552
"Về việc bổ nhiệm và xếp lương chức danh nghề nghiệp viên chức : Ông Châu Minh Hiếu, Phó Trưởng ban Ban Quản lý khu Công viên Lịch sử - Văn hóa dân tộc",2733546
V/v đề nghị bổ nhiệm lại chức vụ Thành viên chuyên trách Hội đồng Thành viên Công ty TNHH MTV Dịch vụ công ích huyện Hóc Môn,2733552
"V/v chiêu sinh lớp bồi dưỡng lãnh đạo, quản lý cấp phòng năm 2023",2733546
Về cử đoàn cán bộ đi công tác nước ngoài tại Campuchia của UBND Quận 11,2733546
"V/v rà soát, thống kê và đề xuất sắp xếp giảm các Tổ chức phối hợp liên ngành do Chủ tịch Ủy ban nhân dân thành phố thành lập.",2733552
"V/v báo cáo thống kê ngành Nội vụ và quản lý hồ sơ công chức, viên chức",2733546
"Về báo cáo số lượng, cơ cấu ngạch công chức, chức năng nghề nghiệp viên chức và đăng ký chi tiêu thi nâng ngạch công chức, thăng hạng chức danh nghề nghiệp viên chức năm 2021",2733546
Về miễn nhiệm ngạch thanh tra viên,2733546
v/v cơ chế chính sách thu hút trọng dụng nhân tài triển khai Chương trình phục hồi và phát triển kinh tế xã hội TP giai đoạn 2022-2025,2733546
"V/v cung cấp thông tin kết nối camera phục vụ công tác kiểm tra, giám sát công vụ",2733570
Về việc tham dự họp trực tuyến triển khai thực hiện Chương trình giáo dục phổ thông 2018,2733546
Kế hoạch phát động và triển khai phong trào thi đua chào mừng kỷ niệm 78 năm ngày Thành lập ngành Nội vụ (28/8/1945 - 28/8/2023) và đăng ký mô hình thi đua,2733552
"V/v cử nhân sự tham gia Ban soạn thảo Đề án về chính sách, giải pháp tạo động lực và khuyến khích cán bộ, công chức, viên chức, người lao động an tâm công tác trong bộ máy chính quyền đô thị của Thành phố Hồ Chí Minh",2733546
V/v Báo cáo tổng kết 10 năm thực hiện Nghị định số 56/2012/NĐ-CP ngày 16 tháng 7 năm 2012 của Chính phủ,2733552
"Tổ chức hội nghị tổng kết tình hình thực hiện nhiệm vụ KTXH, phong trào thi đua yêu nước, công tác cải cách hành chính năm 2022",2733540
Về việc giới thiệu chữ ký ông Mai Thái Linh Phó Chủ tịch Ủy ban nhân dân Phường 3 Quận Gò Vấp,2733552
"Báo cáo Kết quả thực hiện Quyết định số 4712/QĐ-UBND, Quyết định số 4713/QĐ-UBND",2733552
"V/v báo cáo rà soát tiến độ, kết quả công tác CCHC theo Công văn số 1443/SNV-CCHC ngày 08/4/2022 của Sở Nội vụ",2733540
"Về việc hoàn thiện Đề án Phát triển công nghiệp dược trên địa bàn Thành phố Hồ Chí Minh đến năm 2030, tầm nhìn đến năm 2045",2733552
"Về điều chỉnh Điều 2 Quyết định số 2881/QĐ-UBND ngày 14/8/2021 của UBND Thành phố về giao quyền tự chủ, tự chịu trách nhiệm về tài chính giai đoạn 2021-2023 đối với đơn vị sự nghiệp công lập: Trường THPT Gò Vấp",2733552
V/v cử nhân sự tiếp nhận và cử nhân sự tham gia Ban kiểm tra Phiếu đăng ký dự tuyển kỳ thi tuyển công chức năm 2023,2733546
Phiếu chuyển Công văn số 93-PC/BTCTU ngày 02/3/2022 của Ban Tổ chức Thành ủy về chuyển đơn báo cáo khẩn cấp và xin cứu xét (không scanner đơn. Chuyển Thanh tra phối hợp P.TCBC tham mưu),2733570
"v/v đề nghị thẩm định dự thảo Tờ trình, dự thảo Quyết định và dự thảo điều lệ tổ chức và hoạt động của Công ty TNHH MTV DVCI Quận 12",2733552
Về việc nâng bậc lương trước thời hạn đối với viên chức - ông Nguyễn Vĩnh Ninh,2733546
Về việc thay đổi thành viên Tổ Thư ký Giải thưởng sáng tạo Thành phố Hồ Chí Minh lần thứ 3 - năm 2023,2733522
"*V/v thành lập Hội đồng xét tặng danh hiệu “Thầy thuốc nhân dân”, “Thầy thuốc ưu tú” lần thứ 14 - năm 2023",2733552
"Tình hình, kết quả thực hiện công tác cải cách hành chính quý 1 năm 2023",2733540
phản ánh ông Nguyễn Vĩnh Khang (đính kèm bản giấy),2733570
V/v thời hạn viên chức giữ chức vụ quản lý hơn hai nhiệm kỳ liên tiếp tại cùng một đơn vị sự nghiệp công lập,2733552
V/v báo cáo và đề xuất các giải pháp cải thiện chỉ số PAPI đối với chỉ số thủ tục hành chính công.,2733540
V/v di dời địa điểm Bệnh viện dã chiến điều trị COVID-19 Quận 1 số 01,2733552
V/v rà soát đối tượng và điều kiện dự tuyển lớp Trung cấp lý luận chính trị năm 2022,2733546
V/v đăng ký tham dự lớp bồi dưỡng kiến thức cơ bản về chuyển đổi số năm 2022,2733546
Về triển khai thực hiện Kế hoạch số 215-KH/TU ngày 12 tháng 4 năm 2023 của Ban Thường vụ Thành ủy,2733552
Về việc bổ nhiệm lại chức vụ Trưởng BQL ĐTXD KĐT Mới Thủ Thiêm - Nguyễn Thế Minh,2733552
"Về cử công chức, viên chức tham gia lớp bồi dưỡng về mô phỏng, quản lý nhu cầu giao thông năm 2022.",2733546
Về việc chuyển xếp lương đối với người quản lý doanh nghiệp - Hứa Hồng Vinh,2733552
Về nâng bậc lương thường xuyên đối với bà Trương Nhựt Hương,2733546
"Về việc rà soát thông tin người giữ chức danh, chức vụ tại doanh nghiệp do nhà nước nắm giữ 100% vốn điều lệ",2733552
"Về báo cáo hoạt động phòng, chống dịch COVID-19 ngày 31/12/2021",2733570
Vệ việc đê nghị nâng bậc lương đối với viên chức Trần Như Quốc Bảo,2733546
"về việc thành lập Hội đồng kiểm tra, sát hạch tiếp nhận viên chức vào làm công chức không giữ chức vụ lãnh đạo, quản lý năm 2023 của phòng Tài chính - Kế hoạch quận Tân Phú",2733546
Về việc góp ý dự thảo “Đề án Tổ chức lại Trung tâm Dạy nghề Nông nghiệp Công nghệ cao TP.HCM”,2733552
Về việc góp ý Dự thảo Kế hoạch công tác bảo đảm trật tự ATGT năm 2022,2733522
"Báo cáo Sơ kết 05 năm thực hiện Chỉ thị số 23-CT/TW ngày 09 tháng 02 năm 2018 của Ban Bí thư về tiếp tục đổi mới, nâng cao chất lượng, hiệu quả học tập, nghiên cứu, vận dụng và phát triển chủ nghĩa Mác - Lênin, tư tưởng Hồ Chí Minh trong tình hình mới.",2733546
"V/v giải quyết đơn của ông Nguyễn Minh Thu, quận Tân Bình",2733570
"Về việc cử viên chức, người lao động đi công tác nước ngoài",2733546
Về việc bổ nhiệm lại chức vụ Phó Hiệu trưởng Trường Cao đẳng nghề TPHCM - ông Nguyễn Thọ Chân,2733552
V/v hướng dẫn thực hiện Bộ chỉ số đánh giá kết quả bảo vệ môi trường của Thành phố Hồ Chí Minh năm 2022 (Lần 1),2733552
"Kế hoạch triển khai điều chỉnh, mở rộng, duy trì và cải tiến Hệ thống quản lý chất lượng phù hợp với Tiêu chuẩn quốc gia TCVN ISO 9001:2015 tại Ủy ban nhân dân Quận 11, các cơ quan chuyên môn thuộc quận và Ủy ban nhân dân 16 phường trên địa bàn quận năm 2023",2733540
"Báo cáo kết quả chuyến đi nước ngoài của ông Nguyễn Văn Hồng, Chủ tịch UBND huyện Cần Giờ",2733546
"Về đề nghị cung cấp dữ liệu của hệ thống tổng hợp thông tin Kinh tế Xã hội phục vụ công tác chỉ đạo, điều hành của Ủy ban nhân dân Thành phố theo thời gian thực",2733540
Về cử nhân sự tham gia các Ban giúp việc Hội đồng thi tuyển công chức năm 2022,2733546
Về việc góp ý dự thảo Chỉ thị việc thực hiện hiệu quả công tác CCHC trên địa bàn thành phố giai đoạn 2022 - 2025,2733540
kết quả tổ chức Hội nghị tổng kết phong trào thi đua yêu nước năm 2022 và phát động phong trào thi đua yêu nước năm 2023,2733522
V/v thành lập Hội đồng thẩm định nội bộ thẩm định Báo cáo nghiên cứu tiền khả thi Dự án đầu tư xây dựng đường Vành đai 3 Thành phố Hồ Chí Minh,2733552
V/v hướng dẫn thực hiện Công văn số 5555/BNV-CCVC ngày 05/11/2021 của Bộ Nội vụ,2733546
V/v xin thôi tham dự lớp Trung cấp lý luận chính trị năm năm 2022 - đợt 1,2733546
V/v đăng ký lớp bồi dưỡng kiến thức nâng cao nhận thức cộng đồng và quản lý rủi ro thiên tai năm 2022,2733546
KH Cải thiện Chỉ số Hiệu quả quản trị và Hành chính công cấp tỉnh (PAPI) của Ngành y tế Thành phố năm 2023,2733540
"V/v đánh giá chỉ số CCHC đối với Sở, ban, nganh, UBND quận, huyện, thành phố Thủ Đức năm 2021 trên địa bàn Thành phố Hồ Chí Minh",2733540
V/v cử công chức tham dự lớp tập huấn Luật Bảo vệ môi trường năm 2020 và Chương trình Giảm ô nhiễm môi trường giai đoạn 2020 - 2030,2733546
V/v đề nghị nâng bậc lương trước thời hạn năm 2021 đối với Phó Chủ tịch Ủy ban nhân dân Quận 1 Nguyễn Duy An,2733546
V/v lấy ý kiến góp ý dự thảo Kế hoạch thực hiện chương trình Y tế trường học trong các cơ sở GD mầm non và phổ thông giai đoạn 2022-2025,2733552
Về chuyển ngạch đối với công chức - Bành Võ Xương,2733546
V/v cử nhân sự tham gia Tổ giúp việc Hội đồng Bà Trịnh Thanh Tuyền CV và Ông Châu Minh Hiếu CV,2733546
"Về việc kiện toàn Hội đồng Hiệu trưởng các trường Cao đẳng, trường Trung cấp.",2733552
"Về việc khó khăn, vướng mắc khi thực hiện tổ chức chính quyền đô thị tại Thành phố Hồ Chí Minh.",2733552
"Về công tác quản lý nhà nước về văn thư, lưu trữ năm 2022",2733534
Về chuyển ngạch đối với công chức - Phạm Xuân Nam,2733546
"Về việc góp ý dự thảo Quyết định ban hành Quy chế phối hợp giữa các Sở, ban ngành, Ủy ban nhân dân thành phố Thủ Đức, Ủy ban nhân dân quận - huyện",2733552
Về thành lập Ban Giám sát kỳ thi tuyển công chức năm 2022,2733570
báo cáo kết quả giải quyết chế độ nghỉ hưu đúng tuổi và thôi việc theo Nghị định số 46/2010/NĐ-CP ngày 27/4/2010 của Chính phủ tháng 5/2022,2733546
"V/v góp ý dự thảo Kế hoạch triển khai Đề án Nâng cao năng lực, trình độ đội ngũ cán bộ, công chức, viên chức làm công tác cải cách hành chính ở các Sở - ngành, Ủy ban nhân dân các cấp trên địa bàn Thành phố Hồ Chí Minh giai đoạn 2022 - 2025",2733540
"Về đăng ký tham dự các khóa bồi dưỡng lãnh đạo, quản lý cấp Sở và tương đương năm 2023.",2733546
V/v chuẩn bị tổ chức Đại Hội nhiệm kỳ mới,2733552
"CV v/v góp ý dự thảo Quyết định ban hành Quy định chức năng, nhiệm vụ, quyền hạn của Ban Quản lý Khu Công nghệ cao Thành phố",2733552
V/v đề nghị khen thưởng cấp nhà nước cho tập thể thuộc Quận 4 năm 2021,2733522
Về việc góp ý dự thảo Đề án thí điểm thi tuyển chức danh lãnh đạo quản lý các cơ quan đơn vị trên địa bàn TP.HCM,2733546
"Về việc góp ý Kế hoạch triển khai Đề án Nâng cao năng lực, trình độ đội ngũ cán bộ, công chức, viên chức làm công tác cải cách hành chính ở các Sở - ngành, Ủy ban nhân dân các cấp trên địa bàn Thành phố Hồ Chí Minh giai đoạn 2022 - 2025",2733540
Về việc chiêu sinh Thạc sĩ Quản lý công,2733546
"V/v góp ý Đề án xây dựng chương trình đào tạo, bồi dưỡng cán bộ lãnh đạo, quản lý của Thành phố giai đoạn 2022 - 2025",2733546
CV Về góp ý dự thảo Quyết định phê duyệt kết quả đánh giá sự hài lòng của người dân đối với chất lượng hoạt động và cung cấp một số dịch vụ công ích năm 2022 và Công văn chỉ đạo của Chủ tịch Ủy ban nhân dân Thành phố,2733540
Về việc nghỉ hưu để hưởng chế độ bảo hiểm xã hội,2733546
V/v báo cáo tiến độ thực hiện chỉnh lý tài liệu lưu trữ,2733534
"Về báo cáo, đề xuất giải pháp nâng cao hiệu quả công tác tổ chức cán bộ",2733552
Về việc xin chuyển lớp bồi dưỡng kỹ năng đối ngoại năm 2022,2733546
"Kết quả thực hiện công tác phòng, chống dịch covid-19 (từ ngày 01/4/2022 đến ngày 30/4/2022)",2733570
"V/v góp ý kiến Đề án xây dựng chương trình đào tạo, bồi dưỡng cán bộ lãnh đạo, quản lý của Thành phố giai đoạn 2022-2025",2733546
"V/v phối hợp mởi các lớp bồi dưỡng nâng cao năng lực cho CBCC, VC các cấp (có tài liệu kèm theo)",2733546
Về việc tuyển dụng viên chức trường Cao đẳng Kinh tế TPHCM năm học 2022 - 2023,2733546
"Về điều chỉnh Điều 2 Quyết định số 2862/QĐ-UBND ngày 14/8/2021 của UBND Thành phố về giao quyền tự chủ, tự chịu trách nhiệm về tài chính giai đoạn 2021-2023 đối với đơn vị sự nghiệp công lập: Trường THPT Bình Tân",2733552
V/v rà soát thông tin đối tượng điều tra xã hội học phục vụ xác định Chỉ số CCHC năm 2022 của Thành phố,2733540
V/v lấy ý kiến Thành viên BCSĐ UBND Thành phố về danh sách đưa ra khỏi quy hoạch chức danh Tổng Công ty Công nghiệp Sài Gòn TNHH MTV nhiệm kỳ 2020-2025,2733552
Thực hiện Chỉ số hiệu quả quản trị hành chính công cấp tỉnh (PAPI) trên địa bàn quận Gò Vấp năm 2023,2733540
Về việc đăng ký kế hoạch sắp xếp đơn vị sự nghiệp công lập năm 2023 theo Nghị quyết số 19-NQ/TW của Ban Chấp hành Trung ương,2733552
Kế hoạch triển khai thực hiện Nghị định số 143/2020/NĐ-CP của Chính phủ và thực hiện chính sách tinh giản biên chế năm 2022,2733552
V/v xin ý kiến đối với đề xuất của Sở Du Lịch về công nhận các điểm đến du lịch,2733552
Về tiếp nhận và điều động công chức_ông Trương Thành Trung,2733534
V/v báo cáo danh sách đảng viên hoàn thành nghĩa vụ phục vụ tại ngũ trên địa bàn Thành phố Hồ Chí Minh,2733546
V/v báo cáo kết quả xử lý đơn,2733570
Về việc mời gọi đầu tư lĩnh vực y tế trên địa bàn huyện Hóc Môn,2733546
"Về phân bổ số lượng người làm việc, hợp đồng theo Nghị định số 68/2000/NĐ-CP và Nghị định số 161/2018/NĐ-CP năm 2022 cho các đơn vị sự nghiệp trực thuộc Sở Xây dựng",2733552
"Kế hoạch phát động phong trào thi đua về cải cách hành chính và nhân rộng mô hình, giải pháp, sáng kiến tiêu biểu về cải cách hành chính trên địa bàn Thành phố Hồ Chí Minh năm 2022, tiến tới tham gia đăng ký dự thi Giải thưởng sáng tạo Thành phố Hồ Chí Minh lần thứ 3 - năm 2023, Lĩnh vực 3: Quản lý nhà nước",2733540
Về việc báo cáo kết quả triển khai thực hiện Chủ đề năm 2023,2733546
"Về phê duyệt chiến lược, kế hoạch sản xuất kinh doanh và kế hoạch đầu tư phát triển 05 năm (2021-2025) của Tổng công ty Công nghiệp Sài Gòn - TNHH MTV",2733552
Tình hình sử dụng lao động tiền lương người lao động tháng 12 năm 2022,2733552
Về danh mục tài liệu hướng dẫn ôn tập thí sinh thi tuyển công chức năm 2020,2733546
V/v đăng ký lớp tập huấn Luật Bảo vệ môi trường năm 2020 và Chương trình giảm ô nhiễm môi trường giai đoạn 2020-2030,2733546
"Về thay đổi, bổ sung thành viên Ban Chỉ đạo phòng, chống dịch COVID-19 cơ quan Ban Dân tộc Thành phố",2733546
"V/v góp ý chiến lược, kế hoạch sản xuất kinh doanh và kế hoạch đầu tư phát triển 05 năm (giai đoạn 2021-2025) của Công ty TNHH một thành viên Công viên Cây xanh TP.HCM",2733552
V/v lấy ý kiến đóng góp dự thảo Đề án “Chính sách đặc thù phát triển mạng lưới cộng tác viên sức khỏe cộng đồng trên địa bàn Thành phố Hồ Chí Minh”.,2733546
Về kiến nghị một số nội dung liên quan đến nhiệm vụ của Ngành Lao động- Thương binh và Xã hội,2733552
V/v đề nghị nâng bậc lương thường xuyên,2733546
Về việc báo cáo các trường hợp đủ điều kiện xét nâng ngạch công chức không qua thi,2733546
"Về báo cáo kết quả kiểm điểm, đánh giá, xếp loại chất lượng tập thể, cá nhận cán bộ lãnh đạo, quản lý năm 2021 (có hs kèm theo)",2733552
Về việc cung cấp nội dung báo cáo kết quả thực hiện Nghị quyết số 25/2017/NQ-HĐND ngày 07 tháng 12 năm 2017 của Hội đồng nhân dân,2733552
Về đăng ký nhu cầu tuyển dụng công chức,2733546
"Về góp ý dự thảo Quyết định ban hành Quy chế phối hợp giữa các sở, ban, ngành, Ủy ban nhân dân thành phố Thủ Đức, Ủy ban nhân dân quận - huyện",2733552
Về phê duyệt Danh sách tinh giản biên chế đợt 08 năm 2022,2733552
"báo cáo hoạt động phòng, chống dịch COVID-19 ngày 09/5/2022",2733570
"V/v đánh giá kiểm soát viên theo Quyết định số 2986/QĐ-UBND và chi trả tiền lương, thù lao kiểm soát viên",2733552
"về việc công nhận thành viên Hội đồng quản lý Quỹ Chăm sóc và phát huy vai trò Người cao tuổi phường Phú Thạnh, quận Tân Phú, nhiệm kỳ 2022 - 2027",2733552
"V/V THẨM ĐỊNH BÁO CÁO PHÂN TÍCH , ĐANH GIÁ VỀ TÌNH HÌNH CÁC KHOẢN NỢ NĂM 2021 CỦA TỔNG CÔNG TY CẤP NƯỚC SÀI GÒN TNHH MTV",2733552
*Về nâng bậc lương thường xuyên đối với công chức bà Vương Thanh Liễu,2733546
V/v hoàn thiện Hồ sơ đề nghị xây dựng Nghị quyết mới thay thế Nghị quyết số 54/2017/QH14 của Quốc hội,2733552
V/v bổ sung thành phần tham dự buổi làm việc với Tổ Công tác Ban Chỉ đạo Cải cách hành chính Thành phố với Chi nhánh Văn phòng Đăng ký đất đai Thành phố Thủ Đức liên quan đến bài viết trên Báo Thanh niên ngày 06/4/2022,2733540
góp ý dự thảo kế hoạch sưu tầm tài liệu vật mang tin về công tác phòng chống đại dịch covid-19 trên địa bàn TPHCM năm 2020-2021,2733534
Báo cáo kết quả thực hiện Chủ đề năm 2023 của Ủy ban nhân dân Thành phố 06 tháng đầu năm 2023,2733546
V/v cử nhân sự tham gia Hội đồng thi tuyển công chức năm 2023,2733546
"V/v đề nghị giải quyết khẩn cấp các vấn đề tại chung cư 312 Lạc Long Quân, Phường 05 Quận 11",2733552
"Về việc góp ý dự thảo Quyết định thay thế Quyết định số 25/2015/QĐ-UBND ngày 15 tháng 5 năm 2015 của UBND Thành phố về ban hành Quy định phân công thực hiện các quyền, trách nhiệm, nghĩa vụ của chủ sở hữu nhà nước đối với doanh nghiệp nhà nước và vốn nhà nước đầu tư vào doanh nghiệp.",2733552
Về tham mưu Ủy ban nhân dân Thành phối đối với đề án thí điểm giao Chi cục Thuế thành phố Thủ Đức thực hiện công tác quản lý về thuế,2733552
"V/v báo cáo tình hình thôi việc và tuyển dụng mới công chức, viên chức",2733546
Về việc hiệp y khen thưởng bà Lê Thị Giàu,2733522
"Về việc đề nghị khen thưởng cấp Nhà nước trong công tác phòng, chống dịch COVID-19 tại Thành phố Hồ Chí Minh",2733522
"Về phê duyệt danh sách tinh giản biên chế đợt 1 năm 2022, điều chỉnh danh sách tinh giản biên chế đợt 9 năm 2021",2733552
"Về ủy quyền ký hợp đồng lao động theo quy định tại Nghị định số 68/2000/NĐ-CP, Nghị định số 161/2018/NĐ-CP của Chính phủ",2733552
Về việc nâng phụ cấp thâm niên vượt khung đối với viên chức - Lê Chi Lan,2733546
Kết quả thực hiện công tác cải cách hành chính 6 tháng đầu năm 2022,2733540
Về việc giao quyền tự chủ tài chính giai đoạn 2023 - 2025 cho Trung tâm Công nghệ thông tin tài nguyên và môi trường,2733552
"V/v góp ý dự thảo Quyết định của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Tổng cục Thống kê thuộc Bộ Kế hoạch và Đầu tư",2733552
"V/v đăng ký lớp tuyên truyền, phổ biến Luật Thanh niên năm 2020, các văn bản quy phạm pháp luật có liên quan và triển khai chương trình phát triển khai chương trình phát triển thanh niên Thành phố giai đoạn 2021-2030 năm 2022",2733546
Về việc xin chủ trương nhân sự Phó Tổng Giám đốc từ nguồn nhân sự tại chỗ,2733552
V/v lấy ý kiến về ủy quyền cấp Giấy chứng nhận cơ sở đủ điều kiện An toàn thực phẩm,2733552
v/v nâng lương thường xuyên và bổ nhiệm chức danh nghề nghiệp viên chức (đính kèm bản giấy),2733546
Báo cáo thẩm định Quỹ lương thực hiện (Điều chỉnh lần 3) của NLĐ và người quản lý năm 2020,2733552
"V/v góp ý dự thảo Thông tư quy định tiêu chí phân loại, điều kiện thành lập, sáp nhập, hợp nhất, giải thể các đơn vị sự nghiệp công lập thuộc ngành xây dựng",2733552
"Nghị quyết thông qua số lượng biên chế công chức trong cơ quan hành chính NN, số lượng người làm việc trong các đơn vị sự nghiệp công lập, các Hội có tính chất đặc thù và HĐLD theo NĐ số 68/2000/NĐ-CP trên địa bàn TPHCM năm 2022",2733552
"V/v ban hành Quyết định thành lập Ban chỉ đạo và Tổ giúp việc BCĐ thực hiện Đề án khảo sát sự hài lòng của người dân, tổ chức đối với công tác CCHC trên địa bàn TP",2733552
"V/v Báo cáo số liệu theo Nghị định số 46/2010/NĐ-CP, Nghị định số 26/2015/NĐ-CP và biên chế xã hội hóa trong tháng 02/2022",2733546
"V/v lập danh sách trường hợp đủ điều kiện, tiêu chuẩn dự thi nâng ngạch công chức từ chuyên viên chính lên chuyên viên cao cấp năm 2023",2733546
V/v kiến nghị Sở Nội vụ hướng dẫn nghiệp vụ liên quan tiếp nhận vào làm công chức,2733546
BÁO CÁO KẾT QUẢ THỰC HIỆN CÔNG TÁC CẢI CÁCH HÀNH CHÍNH QUÝ I NĂM 2023,2733540
V/v rà soát danh sách viên chức tham dự kỳ thi thăng hạng chức danh nghề nghiệp năm 2023,2733546
Tình hình sử dụng lao động tiền lương người lao động tháng 01/2022,2733552
Về việc tiếp tục triển khai Chiến dịch bảo vệ người thuộc nhóm nguy cơ trong tháng 01/2022,2733552
"Về việc thay đổi, bổ sung nhân sự Đoàn kiểm tra liên ngành về tình hình tổ chức, hoạt động của các tổ chức hội, quỹ trên địa bàn Thành phố Hồ Chí Minh",2733552
kết quả tổ chức rút kinh nghiệm liên quan đến kiến nghị của Kiểm toán Nhà nước Khu vực IV,2733552
Về đề nghị thẩm định danh sách tinh giản biên chế đợt 3 năm 2022 (tính giản Quý III năm 2022),2733552
V/v báo cáo xử lý sai phạm trong công tác cán bộ theo Kết luận số 48-KL/TW ngày 26/4/2019 và Kết luận số 71-KL/TW ngày 24/3/2020 của Ban Bí Thư,2733546
"Ban hành Kế hoạch thực hiện Chương trình hành động số 16-CTrHĐ/TU ngày 27 tháng 5 năm 2022 của Thành ủy về tiếp tục thực hiện Nghị quyết số 24-NQ/TW của Ban Chấp hành Trung ương Đảng khóa XI về chủ động ứng phó với biến đổi khí hậu, tăng cường quản lý tài nguyên và bảo vệ môi trường theo Kết luận số 56-KL/TW ngày 23 tháng 8 năm 2019 của Bộ Chính trị",2733552
"Về cử cán bộ, viên chức đi công tác nước ngoài",2733546
"v/v góp ý dự thảo Đề án đổi mới cơ chế quản lý, tổ chức lại hệ thống ĐVSN công lập",2733552
"Kế hoạch triển khai thực hiện Chiến lược phát triển, công tác xây dựng gia đình trong tình hình mới giai đoạn 2022-2030 trên địa bàn Thành phố Hồ Chí Minh.",2733552
Về việc báo cáo quỹ tiền lương kế hoạch năm 2023 (kèm hồ sơ giấy),2733552
"Về việc báo cáo đổi mới cơ chế quản lý, tổ chức lại hệ thống đơn vị sự nghiệp công lập và kết quả thực hiện Nghị quyết số 19-NQ/TW",2733552
"V/v báo cáo đánh giá kết quả thực hiện kế hoạch đào tạo, bồi dưỡng đã tổ chức thực hiện trong năm 2022 và bổ sung sự cần thiết tổ chức các khóa bồi dưỡng năm 2023",2733546
"Về Góp ý dự thảo đề án thí điểm thi tuyển chức danh lãnh đạo, quản lý các cơ quan, đơn vị trên địa bàn Thành phố",2733546
"Về dự thảo Quyết định của Ủy ban nhân dân Thành phố ban hành Kế hoạch triển khai Đề án Nghiên cứu, xây dựng mô hình tổ chức bộ máy, mạng lưới và cơ chế phối hợp liên ngành làm công tác dân số và phát triển các cấp trên địa bàn Thành phố Hồ Chí Minh đến năm 2030",2733552
"V/v hướng dẫn, giới thiệu nhân sự để Hội đồng tuyển dụng công chức cấp xã thành lập các Ban giúp việc và trích nộp phí dự tuyển",2733546
Về chuyển ngạch đối với công chức - Trần Thanh Hoàng,2733546
"Công văn về việc sửa đổi, bổ sung Quyết định số 4712/QĐ-UBND ngày 20/10/2018 của Ủy ban nhân dân Thành phố (nhắc lần 2)",2733552
Kết quả thực hiện công tác cải cách hành chính quý 1 năm 2022 trên địa bàn huyện Nhà Bè,2733540
"về việc cấp tài khoản đơn vị mới trên phần mềm quản lý Hồ sơ điện tử cán bộ, công chức",2733546
Về tổng kết 10 năm thực hiện Nghị định số 56/2012/NĐ-CP ngày 16 tháng 7 năm 2012 của Chính phủ,2733552
V/v công tác quy hoạch năm 2022,2733552
