input,label
thành_viên ban chỉ_đạo tổ công_tác tổ_chức chính_quyền đô_thị thành_phố hồ_chí_minh,2733552
báo_cáo sơ_kết chương_trình cải_cách hành_chính giải_pháp nâng chỉ_số cải_cách hành_chính giai_đoạn ban dân_tộc thành_phố,2733540
hướng_dẫn xếp lương thí_sinh trúng_tuyển công_chức,2733546
công_tác quản_lý văn_thư lưu_trữ quản_lý_tài_liệu lưu_trữ ban quản_lý dự_án đầu_tư xây_dựng hạ_tầng đô_thị,2733534
ý_kiến thẩm_định hồ_sơ đề_nghị bổ_nhiệm chức_danh phó_hiệu_trưởng trường cao_đẳng kinh_tế kỹ_thuật thành_phố hồ_chí_minh,2733552
báo_cáo trường_hợp nhiễm tiếp_xúc nhiễm covid,2733570
đề_nghị phân_loại hiệu_quả công_việc quý iv giám_đốc sở,2733552
phân_loại quý giám_đốc sở giao_thông vận_tải,2733552
báo_cáo đội_ngũ công_chức viên_chức,2733546
phân_cấp phân_quyền quản_lý nhà_nước nghị_quyết nq cp,2733552
kiện_toàn ban chỉ_đạo tổ công_tác liên_ngành khu đô_thị thủ_thiêm,2733552
đơn tố_cáo tts scan đơn,2733570
báo_cáo kết_quả khắc_phục hạn_chế khuyết_điểm tổ_chức đảng đảng_viên thông_báo kết_luận kiểm_tra thông_báo kết_quả giám_sát btv thành_ủy,2733552
phép vũ_minh_đức trung_tâm quản_lý giao_thông công_cộng đi nước_ngoài,2733546
góp_ý dự_thảo quy_định quy_trình giải_quyết sự_cố_công_trình xây_dựng địa_bàn thành_phố,2733552
kết_quả_thực_hiện nâng chỉ_số hiệu_quả quản_trị hành_chính công tỉnh papi đầu nhiệm_vụ trọng_tâm địa_bàn huyện cần_giờ,2733540
kế_hoạch biên_chế tạp_chí du_lịch tphcm,2733552
rà_soát kiện_toàn ban chỉ_đạo tổ giúp_việc ban chỉ_đạo y_tế trường_học,2733552
kiện_toàn nhân_sự hội_đồng phát_triển ngành dịch_vụ tư_vấn khoa_học công_nghệ thành_phố hồ_chí_minh,2733552
tổng_hợp xếp chất_lượng đảng viện,2733552
báo_cáo kế_hoạch biên_chế hành_chính số_lượng làm_việc sở giao_thông vận_tải thành_phố hồ_chí_minh,2733552
đề_nghị chấp_thuận bùi thanh_tân giám_đốc ban quản_lý dư án hạ_tầng đi nước_ngoài đính kèm giấy,2733546
gửi danh_sách lãnh_đạo phòng sở nông_nghiệp phát_triển nông_thôn,2733546
báo_cáo luật cán_bộ công_chức viên_chức,2733546
nâng phụ_cấp thâm_niên nghề thanh_tra phạm_văn_nghì phó_chánh thanh_tra thành_phố,2733546
đề_nghị bổ_nhiệm chức_danh nghề_nghiệp bác_sĩ cao_cấp hạng,2733546
đơn bổ_sung đơn tố_cáo ptd lĩnh_vực đất_đai thanh_tra sở,2733570
báo_cáo công_tác cải_cách hành_chính quý,2733540
rà_soát công_chức viên_chức tiêu_chuẩn dự thi nâng ngạch thăng_hạng viên_chức hành_chính chuyên_viên cao_cấp,2733546
ban_hành kế_hoạch đề_án chương_trình quốc_gia học_tập ngoại_ngữ cán_bộ công_chức viên_chức tân_phú giai_đoạn,2733546
cử cán_bộ công_chức tham_gia lớp tập_huấn luật bảo_vệ môi_trường chương_trình ô_nhiễm môi_trường giai_đoạn,2733546
dự hội_nghị tổng_kết phong_trào thi_đua yêu phát_động phong_trào thi_đua yêu hội_trường,2733522
tình_hình quy_tắc ứng_xử hoạt_động công_vụ biện_pháp phòng chống dịch covid địa_bàn,2733570
kế_hoạch biên_chế số_lượng làm_việc lao_động,2733552
báo_cáo kết_quả_thực_hiện môt nội_dung,2733540
báo_cáo kết_quả xếp chất_lượng công_chức viên_chức,2733546
cải_thiện chỉ_số cải_cách hành_chính par index nâng hài_lòng dân doanh_nghiệp cơ_quan hành_chính nhà_nước địa_bàn bình_tân,2733540
góp_ý dự_thảo đề_án thành_lập sở an_toàn thực_phẩm thành_phố hồ_chí_minh,2733552
điều_chỉnh bổ_sung thành_viên hội_đồng phát_triển ngành dịch_vụ vận_tải kho_bãi hệ_thống cảng logistics thành_phố hồ_chí_minh,2733552
báo_cáo kết_quả xếp công_chức viên_chức lao_động sở giao_thông vận_tải quý iv,2733546
hội_đồng thẩm_định cơ_sở thẩm_định báo_cáo nghiên_cứu tiền khả_thi dự_án xây_dựng nhà_máy chất_thải rắn thu_hồi năng_lượng khu liên_hợp chất_thải rắn tây_bắc,2733552
giải_thể bệnh_viện dã_chiến điều_trị bệnh_nhân covid trực_thuộc bệnh_viện quân_dân miền đông bệnh_viện điều_trị covid bệnh_viện quân_y 7a trực_thuộc quân_khu bệnh_viện dã_chiến phòng chống bệnh viêm đường hô_hấp vi rút corona covid thành_phố hồ_chí_minh trực_thuộc sở y_tế,2733552
sai_phạm công_tác cán_bộ kết_luận kl tw kết_luận kl tw ban bí_thư,2733546
báo_cáo hoạt_động phòng chống dịch covid,2733570
tiếp_nhận điều_động công chức_ông chu_quốc_anh phát_hành,2733546
vv tham_dự hội_nghị thường_niên tổ_chức phi chính_phủ nước_ngoài tct pcpnn,2733552
góp_ý dự_thảo kế_hoạch tổ_chức hành_động tiếp_nhận giải_quyết tthc danh_mục thủ_tục hành_chính dự_kiến áp_dụng,2733540
góp_ý nội_dung thành_phần phương_thức chương_trình hội_nghị đề_xuất chủ_đề nội_dung tham_luận trình_bày hội_nghị,2733540
cử đoàn công_tác tham_gia chương_trình kết_nối thúc_đẩy hợp_tác đầu_tư thương_mại du_lịch việt_nam lào thái_lan thành_phố paksé tỉnh champasak cộng_hòa dân_chủ nhân_dân lào,2733546
bổ_sung danh_sách dự thi nâng ngạch ngạch chuyên_viên ngạch chuyên_viên,2733546
chỉ_tiêu ngành phục_vụ giao_ước thi_đua cụm thi_đua thành_phố trực_thuộc trung_ương,2733522
phép đi nước_ngoài công campuchia lê_đức_thanh,2733546
tổng_kết nghị_quyết nq tw ban_chấp_hành trung_ương khóa xây_dựng đội_ngũ tri_thức thời_kỳ đẩy_mạnh công_nghiệp_hóa hiện_đại_hóa đất_nước,2733546
đăng_ký tham_dự chương_trình bồi_dưỡng cơ_quan hạ_tầng châu ia singapore,2733546
tờ_trình quản_lý hồ_sơ cán_bộ công_chức viên_chức diện ủy_ban nhân_dân thành_phố quản_lý,2733552
kiện_toàn nhân_sự tổ công_tác phi chính_phủ nước_ngoài thành_phố ban_hành quy_chế hoạt_động tổ công_tác,2733552
cử viên_chức đi đào_tạo thái_lan mai_thu_thảo,2733546
báo_cáo kết_quả cải_thiện chỉ_số hiệu_quả quản_trị hành_chính công tỉnh địa_bàn đầu,2733540
báo_cáo thống_kê đội_ngũ công_chức viên_chức lực_lượng tnxp thành_phố,2733546
góp_ý dự_thảo đề_án tổ_chức trung_tâm dạy nghề nông_nghiệp công_nghệ_cao thành_phố hồ_chí_minh,2733552
phục_vụ đoàn giám_sát quốc_hội chuyên_đề chính_sách pháp_luật thực_hành tiết_kiệm chống lãng_phí giai_đoạn,2733552
báo_cáo việc_làm,2733546
chỉ_đạo tổ_chức triển_khai quy_chế phối_hợp sở ban ngành ubnd thành_phố hồ_chí_minh ubnd thành_phố thủ_đức ubnd huyện công_tác tham_mưu triển_khai nhiệm_vụ quản_lý nhà_nước,2733552
ý_kiến đóng_góp dự_thảo đề_án chính_sách đặc_thù giúp củng_cố hoạt_động tự_chủ tài_chính bệnh_viện công_lập ngành y_tế thành_phố,2733552
định_kỳ chuyển_đổi công_tác công_chức viên_chức nghị_định nđ cp chính_phủ,2733546
thành_lập ban chỉ_đạo xây_dựng triển_khai đề_án đẩy_mạnh xây_dựng lực_lượng công_an thành_phố hồ_chí_minh trong_sạch vững_mạnh chính_quy tinh_nhuệ hiện_đại đáp_ứng nhiệm_vụ tình_hình,2733546
luân_chuyển lãnh_đạo phòng sở ngành huyện thành_phố thủ_đức,2733546
lập danh_sách điều_tra xã_hội_học phục_vụ xác_định chỉ_số cải_cách hành_chính thành_phố,2733540
bổ_nhiệm giám_đốc phó_giám_đốc bệnh_viện thu_dung điều_trị covid hóc_môn,2733552
báo_cáo kết_quả_thực_hiện quyết_định qđ ubnd quyết_định qđ ubnd quyết_định sửa_đổi bổ_sung,2733552
đề_nghị thẩm_định_danh_sách tinh_giản biên_chế phát bdgd,2733552
báo_cáo tổ_chức hoạt_động thanh_tra,2733570
phúc_đáp công_văn snv ccvc sở nội_vụ đôn_đốc báo_cáo kết_quả quản_lý xét_duyệt cán_bộ công_chức viên_chức nlđ đi nước_ngoài,2733546
tổ_chức hoạt_động quỹ từ_thiện thành ngọc,2733552
báo_cáo kết_quả sai_phạm kết_luận kl tw kết_luận kl tw,2733546
báo_cáo công_tác quản_lý nhà_nước tổ_chức hội,2733552
công_văn góp_ý nội_dung sửa_đổi bổ_sung nghị_định nđ cp nghị_định nđ cp,2733546
đề_nghị bổ_nhiệm kiểm_soát viên công_ty tnhh thành_viên dịch_vụ công_ích kèm hồ_sơ giấy,2733552
báo_cáo thực_trạng nhu_cầu nhân_lực triển_khai đề_án địa_bàn thành_phố hồ_chí_minh,2733546
phát_động phong_trào thi_đua chính_quyền chuyển_đổi lĩnh_vực y_tế địa_bàn thành_phố hồ_chí_minh giai_đoạn,2733522
báo_cáo số_liệu nghị_định nđ cp nghị_định nđ cp biên_chế xã_hội_hóa,2733546
phúc_đáp công_văn snv ccvc sở nội_vụ,2733546
kéo_dài thí_điểm hoạt_động ban quản_lý an_toàn thực_phẩm thành_phố hồ_chí_minh,2733552
đăng_ký tham_gia lớp bồi_dưỡng kiến_thức cơ_bản chuyển_đổi,2733546
triển_khai đề_án bồi_dưỡng kiến_thức năng_lực lãnh_đạo quản_trị tiên_tiến cbccvc tphcm,2733546
báo_cáo quỹ tiền_lương kế_hoạch,2733552
hướng_dẫn tiếp_nhận hồ_sơ ngành_dọc bộ_phận tiếp_nhận kết_quả huyện bình_chánh,2733540
đề_xuất chuyên_đề bồi_dưỡng cán_bộ lãnh_đạo quản_lý kết_luận chính_trị giai_đoạn,2733546
đồng_ý tiếp_nhận lữ_thị_thanh_huyền công_tác trường đại_học y_khoa phạm ngọc_thạch,2733546
góp_ý kế_hoạch khắc_phục hạn_chế cải_thiện chỉ_số cải_cách hành_chính chỉ_số hiệu_quả quản_trị hành_chính công tỉnh thành_phố,2733540
triển_khai phiếu pc vptu văn_phòng thành_ủy,2733552
bổ_nhiệm kế_toán_trưởng lưu_thị_hương,2733546
rà_soát danh_sách công_chức viên_chức đăng_ký tham_dự kỳ thi nâng ngạch công_chức thăng_hạng chức_danh nghề_nghiệp viên_chức,2733546
phê_duyệt điều_lệ hiệp_hội ẩm_thực thành_phố hồ_chí_minh nhiệm_kỳ,2733552
thành_viên tổ công_tác công_bố đơn_giá nhân_công xây_dựng giá ca máy thiết_bị thi_công giá thuê máy thiết_bị thi_công xây_dựng địa_bàn thành_phố hồ_chí_minh,2733552
điều_chỉnh thông_tin viên_chức quyết_định cử viên_chức đi học_tập nước_ngoài lê_thị mỹ_ly,2733546
cử_nhân_sự tham_gia ban chỉ_đạo chuyển_đổi thành_phố,2733552
báo_cáo thống_kê đội_ngũ viên_chức,2733546
ý_kiến quy_hoạch cán_bộ kèm hồ_sơ giấy,2733552
hướng_dẫn_giải_quyết nghỉ_việc hưởng lương công_chức tập_sự,2733546
báo_cáo tình_hình công_tác phương_hướng nhiệm_vụ ban chỉ_đạo chính_sách bảo_hiểm xã_hội bảo_hiểm y_tế địa_bàn thành_phố,2733540
gia_hạn ủy quyền ban quản_lý an_toàn thực_phẩm thành_phố ủy_ban nhân_dân thành_phố thủ_đức ủy_ban nhân_dân huyện thủ_tục giấy chứng_nhận cơ_sở an_toàn thực_phẩm,2733552
đề_xuất chỉ_tiêu lập danh_sách tiêu_chuẩn dự thi xét nâng ngạch công_chức thăng_hạng chức_danh nghề_nghiệp viên_chức,2733546
báo_cáo quỹ lương kế_hoạch nlđ quản_lý,2733552
báo_cáo cơ_cấu chức_danh nghề_nghiệp viên_chức đề_xuất danh_sách dự_thi thăng_hạng chức_danh nghề_nghiệp viên_chức,2733546
rà_soát thống_kê đề_xuất kiện_toàn nhân_sự tổ_chức phối_hợp liên_ngành chủ_tịch ủy_ban nhân_dân thành_phố thành_lập,2733552
báo_cáo kết_quả phân_loại cán_bộ công_chức,2733546
tăng_cường nhân_sự thành_viên chuyên_trách hội_đồng thành_viên tổng_công_ty,2733552
miễn_nhiệm ngạch thanh_tra viên lê tân_lợi,2733546
công_văn phân_loại kiểm_soát viên chuyên_trách công_ty tnhh mtv dịch_vụ cơ_quan nước_ngoài,2733552
góp_ý dự_thảo quyết_định thay_thế quyết_định qđ ubnd ủy_ban nhân_dân thành_phố ban_hành quy_chế đấu_giá tài_sản tang_vật phương_tiện vi_phạm hành_chính tịch_thu sung quỹ nhà_nước thành_phố hồ_chí_minh,2733552
góp_ý dự_thảo quy_định chức_năng nhiệm_vụ quyền_hạn cơ_cấu tổ_chức sở kế_hoạch đầu_tư,2733552
điều_động công_chức thạch_mai_hương,2733546
kết_quả công_tác nghiên_cứu học_tập khảo_sát trao_đổi kinh_nghiệm công_tác cải_cách hành_chính,2733540
nội_dung kết_luận chủ_tịch ubnd tp phan_văn mãi phó_chủ_tịch ubnd tp dương đức làm_việc sở văn_hóa thể_thao kế_hoạch nhiệm_vụ,2733552
xây_dựng đề_án đẩy_mạnh phân_cấp ubnd phường công_văn snv tccb tcpcp sở nội_vụ,2733552
tổ_chức đoàn đi công_tác tỉnh aichi nagano nhật_bản ủy_ban nhân_dân huyện bình_chánh,2733546
gửi báo_cáo tóm_tắt đề_cương sáng_kiến kế_hoạch kh ubnd ubnd thành_phố,2733546
báo_cáo kiểm_kê nguồn_lực giai_đoạn,2733546
góp_ý nội_dung sửa_đổi bổ_sung nghị_định nđ cp nghị_định nđ cp,2733546
ủy quyền sở tài_nguyên môi_trường quyết_định phương_thức công_tác thống_kê đất_đai hàng địa_bàn thành_phố hồ_chí_minh,2733552
thành_lập tổ công_tác công_tác phòng chống tham_nhũng,2733552
góp_ý dự_thảo quy_định chức_năng nhiệm_vụ quyền_hạn cơ_cấu tổ_chức trung_tâm y_tế trực_thuộc ủy_ban nhân_dân,2733552
góp_ý dự_thảo quyết_định ủy quyền ủy_ban nhân_dân thành_phố thay quyết_định qđ ubnd quyết_định sửa_đổi bổ_sung hiệu_lực,2733552
cung_cấp thông_tin khen_thưởng nhà_nước công_tác phòng chống dịch covid trung_tâm cấp_cứu,2733522
đề_nghị xét tặng bằng_khen thủ_tướng chính_phủ,2733522
cung_cấp số_liệu chỉ_tiêu ngành phục_vụ giao_ước thi_đua cụm thi_đua thành_phố trực_thuộc trung_ương,2733522
xác_nhận tham_gia_công_tác tham_gia_công_tác xây_dựng văn_bản quy_phạm_pháp_luật,2733546
báo_cáo công_tác cán_bộ kết_luận kl tw kết_luận kl tw ban bí_thư,2733546
tặng khen tập_thể tập_thể,2733522
báo_cáo thực hiệnluật cán_bộ công_chức luật viên_chức luật sửa_đổi bổ_sung luật cán_bộ công_chức luật viên_chức,2733546
góp_ý dự_thảo đề_án thí_điểm thi_tuyển chức_danh lãnh_đạo quản_lý cơ_quan địa_bàn thành_phố hồ_chí_minh,2733546
đề_nghị thẩm_định_danh_sách tinh_giản biên_chế quý phạm_quốc_cường trần_thị_tuyết_nhung trung_tâm y_tế huyện cần_giờ,2733552
tờ_trình dự_thảo nghị_quyết hội_đồng nhân_dân thành_phố phân_cấp thẩm_quyền quyết_định xử_lý_tài_sản kết_cấu_hạ_tầng thủy_lợi nhà_nước đầu_tư phạm_vi quản_lý thành_phố hồ_chí_minh,2733552
kế_hoạch giám_sát đề_án phát_triển tài_năng trẻ lãnh_đạo tương_lai thành_phố hồ_chí_minh giai_đoạn,2733546
bổ_nhiệm nhân_sự tổng_biên_tập tạp_chí du_lịch thành_phố nhân_sự,2733552
đăng_ký tham_dự lớp bồi_dưỡng kiến_thức cơ_bản chuyển_đổi,2733546
đề_nghị thẩm_định dự_thảo tờ_trình quyết_định quy_định chức_năng nhiệm_vụ quyền_hạn cơ_cấu tổ_chức trung_tâm y_tế huyện nhà_bè trực_thuộc ủy_ban nhân_dân huyện nhà_bè,2733552
công_văn báo_cáo thưc hiện biện_pháp thích_ứng an_toàn linh_hoạt kiểm_soát hiệu_quả dịch covid tăng_cường quản_lý cán_bộ lao_động tổng_công_ty,2733570
cv phép đoàn công_tác thăm chúc tết cổ_truyền chol ch th mây campuchia,2733546
xếp lương bổ_nhiệm ngạch công_chức tiếp_nhận công_chức tphcm,2733546
báo_cáo thống_kê quản_lý hồ_sơ công_chức viên_chức,2733546
triển_khai kế_hoạch giải_ngân vốn đầu_tư công,2733534
báo_cáo triển_khai sắp_xếp tổ_chức hành_chính sự_nghiệp ubnd q12,2733552
kết_quả_thực_hiện công_tác quản_lý xét_duyệt cán_bộ công_chức viên_chức đi nước_ngoài đầu,2733546
điều_chỉnh nội_dung thành_tích xét tặng huân_chương lao_động hạng bệnh_viện nhi_đồng thành_phố,2733522
phát_động phong_trào thi_đua cải_cách hành_chính,2733540
báo_cáo lập kế_hoạch biên_chế số_lượng lao_động hợp_đồng nghị_định nđ cp nghị_định nđ cp cơ_quan tố chức hành_chính số_lượng làm_việc số_lượng hợp_đồng nghị_định nđ cp nghị_định nđ cp sự_nghiệp công_lập trực_thuộc,2733552
vv góp_ý quy_trình nội_bộ giải_quyết thủ_tục hành_chính quỹ xã_hội quỹ từ_thiện,2733552
đề_nghị kiện_toàn nhân_sự hội_đồng thẩm_định điều_chỉnh dự_án hội_đồng thẩm_định thiết_kế kỹ_thuật,2733552
thẩm_định phê_duyệt danh_sách đề_nghị tinh_giản biên_chế hs kèm,2733552
phép công_chức đi công_tác nước_ngoài lê_thị_kim_vân bql khu công_nghệ_cao,2733546
đăng_ký tham_gia lớp bồi_dưỡng ngạch kế_toán viên kế_toán viên,2733546
báo_cáo phân_loại quý iv hiệu_quả công_việc giám_đốc sở,2733552
chấp_thuận tăng_thị thu_lý phó_tgđ tcty cơ_khí giao_thông vận_tải sg tnhh mtv đi hungary,2733546
báo định_kỳ ksv công_ty ipc,2733552
giấy mời chuyển_giao chức_năng quản_lý nhà_nước ban quản_lý đầu_tư xây_dựng khu đô_thị thủ_thiêm ban quản_lý đầu_tư xây_dựng khu đô_thị tây_bắc thành_phố ban quản_lý đầu_tư xây_dựng khu đô_thị nam thành_phố,2733552
lập danh_sách điều_tra xã_hội_học phục_vụ xác_định chỉ_số cải_cách hành_chính thành_phố,2733540
mã_số thẻ viên_chức tuyển_dụng tiếp_nhận cảng_vụ đường thủy_nội_địa,2733546
công_tác triển_khai nhiệm_vụ đề_án phát_triển ứng_dụng dữ_liệu dân_cư định_danh xác_thực điện_tử phục_vụ chuyển_đổi quốc_gia ngành nội_vụ,2733546
báo_cáo thống_kê đội_ngũ cán_bộ công_chức viên_chức,2733546
báo_cáo tiến_độ chỉnh_lý_tài_liệu lưu_trữ,2733534
đăng_ký nhu_cầu tuyển_dụng công_chức,2733546
báo_cáo hoạt_động phòng chống dịch covid,2733570
nhân_sự tiếp_nhận cử_nhân_sự tham_gia ban kiểm_tra phiếu đăng_ký dự_tuyển kỳ thi_tuyển công_chức,2733546
miễn_nhiệm ngạch thanh_tra viên nguyễn_thị_huệ,2733546
lớp bồi_dưỡng ngạch chuyên_viên chuyên_viên lãnh_đạo quản_lý phòng tương_đương,2733546
ý_kiến góp_ý dự_thảo chương_trình hành_động thành_ủy nghị_quyết nq tw ban_chấp_hành trung_ương đảng khóa xiii,2733552
kết quà họp sở nội_vụ tphcm chủ_trì kiểm_điểm trách_nhiệm tập_thể kết_luận thanh_tra kl ttcp thanh_tra chính_phủ kế_hoạch ubnd thành_phố sở nội_vụ kèm hồ_sơ giấy,2733552
tổ_chức hoạt_động vận_tải phòng chống dịch covid tình_hình lĩnh_vực giao_thông vận_tải,2733570
vv rà_soát thông_tin chức_danh chức_vụ doanh_nghiệp nhà_nước mắn vốn điều_lệ,2733552
ngạch công_chức nguyễn phan_hồng_thanh,2733546
qđ kiện_toàn bcđ đa phát_triển ứng_dụng dữ_liệu dân_cư định_danh xác_thực_hiện điện_tử phục_vụ chuyển_đổi quốc_gia giai_đoạn tầm địa_bàn tb,2733540
kết_luận phó_chủ_tịch ubnd tp dương đức họp báo_cáo tiến_độ xây_dựng chiến_lược phát_triển du_lịch tphcm,2733552
góp_ý dự_thảo kế_hoạch khắc_phục hạn_chế cải_thiện chỉ_số cchc chỉ_số hiệu_quả quản_trị hành_chính công tỉnh tp,2733540
phê_duyệt kế_hoạch sản_xuất kinh_doanh công_ty tnhh thành_viên công_viên cây_xanh thành_phố hồ_chí_minh,2733552
công_văn khẩn_trương xây_dựng quy_định chức_năng nhiệm_vụ quyền_hạn cơ_cấu tổ_chức cơ_quan chuyên_môn ủy_ban nhân_dân thành_phố nghị_định nđ cp,2733552
xếp lương chức_danh ksv,2733552
xem_xét hoãn tham_dự lớp bồi_dưỡng nghiệp_vụ đấu_thầu đợt,2733546
cử_nhân_sự tham_gia tổ công_tác xây_dựng dự_thảo nghị_quyết thay_thế nghị_quyết qh14 quốc_hội,2733552
kiện_toàn nhân_sự kiêm_nhiệm chức_vụ giám_đốc phó_giám_đốc bệnh_viện dã_chiến thu_dung điều_trị covid trực_thuộc sở y_tế,2733552
phép công_chức đi nước_ngoài riêng__nguyễn hữu hoài_phú,2733546
đăng_ký lớp bồi_dưỡng kiến_thức hoạt_động thông_tin đối_ngoại,2733546
công_tác văn_thư lưu_trữ,2733534
cv góp_ý dự_thảo kế_hoạch nghị_quyết nq cp chính_phủ đẩy_mạnh phân_cấp phân_quyền quản_lý nhà_nước,2733552
qđ phê_duyệt điều_chỉnh hội cựu_giáo chức tb nhiệm_kỳ,2733552
tặng khen_thưởng tập_thể tân_bình thành_tích hoàn_thành xuất_sắc nhiệm_vụ liên_tục,2733522
cung_cấp thông_tin kết_nối camera phục_vụ công_tác kiểm_tra giám_sát công_vụ,2733570
ttr đề_nghị ban_hành quy_định chức_năng nhiệm_vụ quyền_hạn cơ_cấu tổ_chức trung_tâm y_tế tb trực_thuộc ubnd tb,2733552
tiếp_nhận viên_chức giáo_viên,2733546
điều_chỉnh tài_khoản hệ_thống quản_lý công_tác cải_cách hành_chính thành_phố hồ_chí_minh,2733540
báo_cáo kết_luận thanh_tra kl ttcp thanh_tra chính_phủ,2733552
góp_ý nội_dung dự_thảo đề_án quyết_định thí_điểm thành_lập trung_tâm quản_lý hạ_tầng kỹ_thuật thành_phố thủ_đức trực_thuộc ủy_ban nhân_dân thành_phố thủ_đức,2733552
cv cử công_chức tham_dự lớp bồi_dưỡng kiến_thức kỹ_năng lãnh_đạo quản_lý xã,2733546
góp_ý dự_thảo đề_án thành_lập sở an_toàn thực_phẩm thành_phố,2733552
góp_ý dự_thảo kế_hoạch cải_thiện chỉ_số hiệu_quả quản_trị hành_chính công tỉnh papi địa_bàn thành_phố,2733540
ý_kiến dự_thảo quyết_định ban_hành danh_mục thành_phần hồ_sơ tài_liệu cơ_quan tổ_chức nộp lưu trung_tâm lưu_trữ lịch_sử thành_phố,2733534
điều_chỉnh quyết_định qđ ubnd ubnd thành_phố giao quyền tự_chủ trách_nhiệm tài_chính giai_đoạn sự_nghiệp công_lập trường thpt nguyễn_thị minh_khai,2733552
lập danh_sách sai_phạm thời_kỳ phát_sinh vụ_việc kết_luận thanh_tra kl ttcp,2733552
báo_cáo thông_tin kết_quả khảo_sát chỉ_số hiệu_quả quản_trị hành_chính công chỉ_số papi thành_phố huyện hóc_môn,2733540
quyết_định phép công_chức đi nước_ngoài,2733546
mở_rộng nội_dung ủy quyền chủ_tịch ủy_ban nhân_dân thành_phố thủ_đức thành_lập tổ_chức hội nghị_định nđ cp,2733552
phê_duyệt kế_hoạch đào_tạo bồi_dưỡng cán_bộ công_chức hội liên_hiệp phụ_nữ chi_hội_trưởng phụ_nữ,2733546
đăng_ký tham_dự lớp bồi_dưỡng chỉ_số hiệu_quả quản_trị hành_chính công tỉnh papi,2733546
nâng bậc lương thời_hạn,2733546
giấy mời họp họp tổ giúp_việc tổ công_tác thẩm_định_đề_án cơ_cấu công_ty tnhh mtv dvci tân_bình,2733552
báo_cáo kết_quả_tình_hình chỉnh_lý_tài_liệu lưu_trữ tồn_đọng giai_đoạn tân_bình,2733534
bổ_sung nội_dung giải_pháp mô_hình sáng_kiến công_trình thi_đua tiêu_biểu thành_phố chào_mừng kỷ_niệm giải_phóng miền nam thống_nhất đất_nước,2733522
báo_cáo tình_hình tổ_chức hoạt_động quản_lý quỹ xã_hội quỹ từ_thiện địa_bàn thành_phố hồ_chí minh,2733552
ý_kiến sắp_xếp trường bồi_dưỡng giáo_dục trực_thuộc ubnd tp_thủ_đức huyện,2733552
biên_bản họp kiểm_điểm xếp chất_lượng công_chức phó_trưởng ban phạm văn_toàn,2733552
cv đề_nghị nâng bậc lương niên_hạn cán_bộ trương minh_kiều nguyễn_xuân_trung,2733546
điều_chỉnh kết_quả chấm thi_đua công_tác quản_lý đô_thị ủy_ban nhân_dân,2733522
góp_ý dự_thảo quyết_định ủy quyền ủy_ban nhân_dân thành_phố thay quyết_định qđ ubnd quyết_định sửa_đổi bổ_sung hiệu_lực,2733552
góp_ý dự_thảo thông_tư hướng_dẫn việc_làm,2733546
phê_duyệt dự_toán ký phụ_lục bổ_sung dịch_vụ tư_vấn giám_sát dự_án cải_thiện môi_trường thành_phố lưu_vực kênh tàu_hũ bến_nghé đôi tẻ giai_đoạn,2733552
báo_cáo tình_hình quy_định tạm đình_chỉ công_tác cán_bộ công_chức viên_chức,2733552
báo_cáo chuyển_đổi công_tác quy_định nghị_định nđ cp chính_phủ,2733546
báo_cáo công_tác cải_cách hành_chính quý,2733540
phép cán_bộ đi đài_loan nguyễn_thị_thu hường,2733546
tổ_chức chủ_đề nâng hiệu_quả hoạt_động công_vụ đẩy_mạnh cải_cách hành_chính cải_thiện môi_trường đầu_tư thúc_đẩy phát_triển kinh_tế đảm_bảo_an_sinh xã_hội địa_bàn tân_phú,2733546
giải_thể bệnh_viện điều_trị bệnh_nhân covid bệnh_viện trực_thuộc sở y_tế,2733552
cử viên_chức học tiến_sỹ nước_ngoài bv dũ trần_thanh_trúc_quỳnh,2733546
kết_luận phó_chủ_tịch ủy_ban nhân_dân thành_phố bùi_xuân_cường họp duyệt kế_hoạch triển_khai nhiệm_vụ giải_quyết kiến_nghị vướng_mắc ủy_ban nhân_dân bình_thạnh,2733552
giải_quyết khiếu_nại nguyễn_minh_thu tân_bình,2733570
báo_cáo tăng_cường kỷ_luật kỷ_cương hành_chính quy_định quy_tắc ứng_xử quý,2733570
tình_hình kết_luận kl tu ban thường_vụ thành_ủy giai_đoạn,2733552
tăng_cường công_tác bảo_quản bảo_vệ an_toàn tài_liệu lưu_trữ,2733534
thành_lập trung_tâm phát_triển giáo_dục hòa nhập trí_việt cơ_sở,2733552
giải_thể ban quản_lý xây_dựng trung_tâm triển_lãm quy_hoạch thành_phố,2733552
đăng_ký tham_dự lớp bồi_dưỡng chỉ_số hiệu_quả quản_trị hành_chính công tỉnh papi,2733546
kết_quả_thực_hiện cơ_chế tự_chủ nđ nđ cp nđ nđ cp chính_phủ,2733552
phối_hợp cung_cấp thông_tin số_liệu losi phục_vụ egdi liên_hợp_quốc gửi,2733540
triển_khai thông_tư tt blđtbxh lao_động thương_binh xã_hội,2733552
cử hoàng minh_thành trợ_giảng bộ_môn điều_dưỡng cấp_cứu ngoại_viên khoa điều_dưỡng kỹ_thuật y_học trường đại_học y_khoa phạm ngọc_thạch,2733546
giao quyền tự_chủ tài_chính giai_đoạn trung_tâm đo_đạc bản_đồ,2733552
