input,label
gia_hạn thời_gian sơ_kết nghị_quyết nq,2733546
góp_ý nội_dung hướng_dẫn quy_chế mẫu tổ_chức hoạt_động trung_tâm văn_hóa thể_thao học_tập cộng_đồng thị_trấn,2733552
đề_nghị nâng bậc lương cho ông phó_giám_đốc,2733546
đơn xin nghỉ_phép,2733546
xử_lý sai_phạm trong cán_bộ theo kết_luận kl tw kết_luận kl,2733546
góp_ý dự_thảo tờ_trình văn_bản liên_quan sắp_xếp tổ_chức bộ_máy ban bảo_vệ chăm_sóc sức_khỏe cán_bộ,2733552
giám_sát định_kỳ ksv tổng_công_ty công_nghiệp bao_bì tnhh thành_viên,2733552
số_lượng cơ_cấu ngạch công_chức đăng_ký thi nâng ngạch công_chức,2733546
kết_quả xử_lý đơn ghi ông theo văn_bản snv tts thanh_tra,2733570
giải_quyết khó_khăn công_ty tnhh mtv sữa,2733552
hoạt_động phòng chống dịch covid,2733570
đăng_ký giải_pháp mô_hình sáng_kiến tiêu_biểu cải_cách hành_chính giao_thông vận_tải,2733540
bãi_bỏ quyết_định qđ ubnd ủy_ban ban_hành quy_chế làm_việc mẫu ủy_ban thí_điểm không tổ_chức hội_đồng quyết_định qđ ubnd ủy_ban ban_hành quy_chế làm_việc mẫu ủy_ban thí_điểm không tổ_chức hội_đồng,2733552
góp_ý dự_thảo nhiệm_vụ thuộc đề_án phát_triển ứng_dụng dữ_liệu dân_cư định_danh xác_thực điện_tử phục_vụ chuyển_đổi quốc_gia giai_đoạn tầm nhìn đến,2733546
đánh_giá phân_loại kiểm_soát viên tổng_công_ty tnhh thành_viên,2733552
phê_duyệt điều_lệ sửa_đổi bổ_sung câu_lạc_bộ truyền_thống kháng_chiến,2733552
danh_sách đủ điều_kiện được đài_xét_duyệt nâng lương trước thời_hạn,2733546
cử cán_bộ công_chức tham_gia lớp bồi_dưỡng kiến_thức nâng cao nhận_thức cộng_đồng quản_lý rủi_ro thiên_tai dựa vào cộng_đồng,2733546
đăng_ký tham_dự lớp tập_huấn bảo_vệ môi_trường,2733546
góp_ý dự_thảo quyết_định ủy quyền một_số nhiệm_vụ quyền_hạn ủy_ban liên_quan đến doanh_nghiệp,2733552
chỉ_đạo sơ_kết nghị_quyết nq,2733552
số_lượng cán_bộ công_chức viên_chức bị kỷ_luật,2733546
nâng bậc lương thường_xuyên đối_với cán_bộ,2733546
thẩm_định tài_chính quý iv,2733552
cv đề_nghị nâng bậc lương đối_với viên_chức ông phó_giám_đốc trung_tâm thể_dục thể_thao,2733546
kết_quả chuyến đi nước_ngoài,2733546
kết_luận phó_chủ_tịch ubnd tp buổi làm_việc với đảng_ủy giáo_dục đào_tạo,2733552
góp_ý dự_thảo tờ_trình dự_thảo quyết_định ủy_ban ủy quyền cho giao_thông vận_tải giao nhiệm_vụ đặt_hàng đấu_thầu cung cấpdịch vụ công sử_dụng ngân_sách nhà_nước từ nguồn kinh_phí chi thường_xuyên giao cho giao_thông vận_tải,2733552
nâng ngạch công_chức thăng_hạng viên_chức,2733546
cử_nhân_sự tham_gia xây_dựng đề_án tiếp_nhận quản_lý khai_thác khu_vực trung_tâm,2733552
công_văn kết_quả đánh_giá xếp loại chất_lượng đối_với người quản_lý doanh_nghiệp kiểm_soát viên theo nghị_định nđ cp công_ty tnhh mtv môi_trường đô_thị tp hcm đính kèm văn_bản giấy,2733552
góp_ý dự_thảo sưu_tầm tài_liệu vật_mang tin phòng chống đại_dịch địa_bàn,2733534
ủy quyền theo quy_định tổ_chức chính_quyền địa_phương,2733546
cấp giấy_phép thành_lập công_nhận điều_lệ hoạt_động chữ_thập_đỏ,2733552
chuyển pc vptu văn_phòng thành_ủy,2733552
số_liệu theo nghị_định nđ cp nghị_định nđ cp biên_chế xã_hội_hóa,2733546
định_kỳ chuyển_đổi vị_trí đối_với công_chức viên_chức địa_bàn,2733546
sơ_kết chương_trình cchc giải_pháp nâng cao chỉ_số cchc địa_bàn gđ,2733540
đề_nghị thẩm_định_danh_sách tinh_giản biên_chế đối_với viên_chức,2733552
kết_quả_thực_hiện chỉ_số hiệu_quả quản_trị hành_chính công cấp tỉnh papi đầu địa_bàn,2733540
góp_ý dự_thảo tờ_trình quyết_định quy_định hướng_dẫn chức_năng nhiệm_vụ quyền_hạn tổ_chức quy_chế mẫu thanh_tra thuộc ủy_ban,2733552
xử_lý sai_phạm trong cán_bộ theo kết_luận kl tw kết_luận kl tw ban bí_thư,2733546
giấy mời việc_làm rõ nội_dung liên_quan không bổ_nhiệm lại kiểm_soát viên công_ty tnhh mtv nước đô_thị,2733552
kết_quả nghiên_cứu giảng_dạy văn_học nhiệm_kỳ vii,2733552
đề_nghị nâng lương đối_với ông,2733546
góp_ý dự_thảo quyết_định ban_hành quy_chế phối_hợp giữ ban ngành ủy_ban ủy_ban,2733552
tổng_kết nghị_định nđ cp chính_phủ quy_định xét tặng danh_hiệu thầy_thuốc thầy_thuốc ưu_tú địa_bàn,2733522
mở lớp bồi_dưỡng ngạch chuyên_viên chuyên_viên chính lãnh_đạo quản_lý cấp phòng tương_đương,2733546
cải_cách hành_chính,2733540
trưng_dụng cán_bộ lãnh_đạo chỉ_huy cấp phòng thuộc công_an nhiệm_vụ theo_dõi chỉ_đạo phòng chống dịch covid đảm_bảo_an_ninh trật_tự địa_bàn,2733552
tổ_chức hành_động tiếp_nhận giải_quyết thủ_tục hành_chính trong,2733540
cử_nhân_sự tham_gia kiểm_tra cải_cách hành_chính,2733540
phê_duyệt điều_lệ hội hữu_nghị,2733552
miễn_nhiệm ngạch thanh_tra viên,2733546
nộp hồ_sơ cán_bộ công_chức thuộc diện ủy_ban quản_lý,2733546
thành_lập tổ tháo_gỡ khó_khăn vướng_mắc trong bồi_thường hỗ_trợ tái_định_cư dự_án đầu_tư xây_dựng tuyến tàu_điện_ngầm tphcm tuyến địa_bàn,2733552
số_lượng cán_bộ công_chức viên_chức,2733546
thẩm_định_đề_án cơ_cấu ại doanh_nghiệp vốn nhà_nước thuộc ủy_ban giai_đoạn dự_thảo lần kèm hồ_sơ giấy,2733552
đánh_giá phân_loại thành_viên ban giám_đốc kèm hồ_sơ giấy,2733552
kết_quả_thực_hiện nghị_quyết hội_đồng giai_đoạn,2733546
cử cán_bộ công_chức tham_gia lớp tập_huấn chuyên_môn nghiệp_vụ kỹ_năng giao_tiếp cho lực_lượng làm quản_lý nhà_nước trật_tự xây_dựng,2733546
đổi_mới cơ_chế quản_lý tổ_chức lại hệ_thống đơn_vị sự_nghiệp công_lập kết_quả_thực_hiện nghị_quyết nq,2733552
quản_lý sử_dụng nguồn kinh_phí được trích từ khoản thu_hồi phát_hiện qua thanh_tra đã thực nộp vào ngân_sách nhà_nước từ,2733570
vị_trí việc_làm,2733546
bổ_nhiệm lại phó_hiệu_trưởng trường đại_học bà,2733552
cho phép thành_lập hội sinh_viên trường đại_học môi_trường,2733552
kết_quả chỉ_số cải_cách hành_chính đối_với lĩnh_vực tư_pháp phụ_trách,2733540
đăng_ký nhu_cầu tuyển_dụng công_chức viên_chức,2733546
tổ_chức bồi_dưỡng kiến_thức năng_lực kiểm_nghiệm thực_phẩm,2733546
đề_xuất nội_dung phân_cấp phân_quyền theo yêu_cầu công_văn snv tcbc tcpcp,2733552
nghị_quyết nq cp chính_phủ đẩy_mạnh phân_cấp phân_quyền trong quản_lý nhà_nước,2733552
cử_nhân_sự tham_gia kiểm_tra đăng_ký dự_tuyển kỳ thi_tuyển công_chức,2733546
tổ_chức chủ_đề nâng cao hiệu_quả hoạt_động công_vụ đẩy_mạnh cải_cách hành_chính cải_thiện môi_trường đầu_tư thúc_đẩy phát_triển kinh_tế đảm_bảo_an_sinh xã_hội,2733546
nhắc_nhở hiệu_quả chủ_đề,2733546
kết_quả_thực_hiện quyết_định qđ ubnd quyết_định qđ ubnd ủy_ban,2733552
tặng khen đối_với tập_thể cá_nhân có thành_tích xuất_sắc,2733522
phản_ánh phòng thanh_tra công_nghệ,2733570
đăng_ký tham_dự lớp trung_cấp lý_luận chính_trị,2733546
cử_nhân_sự tham_gia xây_dựng đề_án tiếp_nhận quản_lý khai_thác khu_vực trung_tâm,2733552
báo_giá tổ_chức lớp bồi_dưỡng nghiệp_vụ văn_thư_lưu_trữ,2733546
nâng ngạch công_chức thăng_hạng chức_danh nghề_nghiệp viên_chức,2733546
quyết_định tiếp_nhận phân_công đối_với viên_chức,2733546
kết_quả nghị_quyết qh14 quốc_hội nghị_quyết nq ubtvqh14 ủy_ban thường_vụ quốc_hội,2733552
kiểm_tra giải_pháp nâng cao chỉ_số hiệu_quả quản_trị hành_chính công cấp tỉnh papi địa_bàn,2733540
kết_luận ban thường_vụ thành_ủy chương_trình kiểm_tra giám_sát ban thường_vụ thành_ủy,2733540
bổ_sung kết_quả kiểm_điểm trách_nhiệm đối_với tập_thể cá_nhân theo kết_luận thanh_tra kl ttcp thanh_tra chính_phủ,2733552
ban_hành quy_chế phối_hợp liên_ngành giải_quyết đăng_ký nuôi con_nuôi trong nước nuôi con_nuôi có yếu_tố nước_ngoài địa_bàn,2733540
đề_nghị thẩm_định_danh_sách tinh_giản biên_chế,2733552
công_văn thành_lập tổ tư_vấn tài_chính địa_bàn,2733552
đánh_giá xếp loại chất_lượng cán_bộ thuộc diện ban thường_vụ thành_ủy quản_lý,2733552
đăng_ký nhu_cầu tuyển_dụng công_chức,2733546
kết_quả xét_duyệt đi nước_ngoài,2733546
số_liệu theo nghị_định nđ cp nghị_định nđ cp biên_chế xã_hội_hóa,2733546
kết_quả_thực_hiện kết_luận kl tw kết_luận kl tw cán_bộ,2733546
kết_quả đánh_giá xếp loại chất_lượng năm_học,2733552
thông_báo kỳ kiểm_tra cấp giấy chứng_nhận kết_quả kiểm_tra nghiệp_vụ lưu_trữ,2733534
kiện_toàn giúp_việc cho hội_đồng xét công_nhận sáng_kiến trong thi_đua khen_thưởng,2733522
cử viên_chức đi học nước_ngoài,2733546
hướng_dẫn quỹ tiền_lương_thực_hiện người lao_động quỹ tiền_lương thù_lao người quản_lý,2733552
cử viên_chức đi học_tập bà,2733546
tổ_chức đại_hội nhiệm_kỳ vii có hs kèm theo,2733552
kết_quả_thực_hiện chủ_đề cao hiệu_quả hoạt_động công_vụ đẩy_mạnh cải_cách hành_chính cải_thiện môi_trường đầu_tư thúc_đẩy phát_triển kinh_tế đảm_bảo_an_sinh xã_hội,2733546
đánh_giá kết_quả hoạt_động người quản_lý doanh_nghiệp theo nghị_định nđ cp chính_phủ,2733552
góp_ý dự_thảo nghị_định khuyến_khích bảo_vệ cán_bộ năng_động sáng_tạo dám nghĩ dám làm dám đột_phá vì lợi_ích chung,2733546
đôn_đốc giải_quyết đơn ông,2733570
tờ_trình đề_xuất bằng_khen ủy_ban trong chỉ_thị ct hu thành_ủy tăng_cường lãnh_đạo nâng cao hiệu_lực hiệu_quả quản_lý nhà_nước bồi_thường hỗ_trợ tái_định_cư dự_án có thu_hồi đất góp_phần ổn_định tình_hình chính_trị kinh_tế xã_hội địa_bàn giai_đoạn,2733522
chuyển ngạch đối_với công_chức đoàn,2733546
đề_xuất ủy_ban ủy quyền giải_quyết thủ_tục hành_chính trong lĩnh_vực môi_trường theo quy_định bảo_vệ môi_trường,2733552
góp_ý dự_thảo thông_tư ban_hành quy_định tiêu_chí tiêu_chuẩn chất_lượng dịch_vụ sự_nghiệp công sử_dụng ngân_sách nhà_nước thuộc lĩnh_vực lưu_trữ,2733534
số_lượng cơ_cấu đề_xuất chỉ_tiêu nâng ngạch công_chức thăng_hạng chức_danh nghề_nghiệp viên_chức,2733546
góp_ý nhiệm_vụ cử thành_viên tham_gia giải_quyết vấn_đề an_ninh trật_tự an_toàn thực_phẩm vệ_sinh môi_trường chợ tự_phát xung_quanh chợ đầu_mối,2733552
đăng_ký chỉ_tiêu nâng ngạch công_chức thăng_hạng chức_danh nghề_nghiệp viên_chức,2733546
ban_hành chương_trình bồi_dưỡng đối_với lãnh_đạo quản_lý cấp phòng tương_đương,2733546
quyết_định thành_lập ban_giám_sát thi_tuyển chức_danh lãnh_đạo quản_lý cấp phòng tương_đương vncpt,2733546
đổi_mới cơ_chế quản_lý tổ_chức lại đơn_vị sự_nghiệp công_lập do địa_phương quản_lý kết_quả_thực_hiện nghị_quyết nq,2733552
công_nhận trường tiểu_học đạt chuẩn quốc_gia mức_độ,2733552
xếp_hạng cơ_sở cai_nghiện ma_túy bảo_trợ xã_hội trực_thuộc lao_động thương_binh xã_hội,2733552
đăng_ký tham_dự lớp bồi_dưỡng nghiệp_vụ đối_ngoại,2733546
góp_ý dự_thảo quyết_định ban_hành quy_chế phối_hợp giữa ban ngành ủy_ban ủy_ban,2733552
quản_lý hồ_sơ cán_bộ công_chức viên_chức thuộc diện ủy_ban quản_lý,2733546
kết_quả_thực_hiện quyết_định qđ ubnd quyết_định qđ ubnd quyết_định sửa_đổi bổ_sung,2733552
cung_cấp nội_dung để phục_vụ đoàn giám_sát quốc_hội chuyên_đề chính_sách pháp_luật thực_hành tiết_kiệm chống lãng_phí giai_đoạn,2733552
bổ_sung hồ_sơ nâng bậc lương trước thời_hạn,2733546
gia_hạn thời_gian hoạt_động trợ_vốn xã_viên hợp_tác_xã,2733552
góp_ý dự_thảo tổ_chức hành_động tiếp_nhận giải_quyết thủ_tục hành_chính ngay trong,2733540
số_liệu theo nghị_định nđ cp nghị_định nđ cp biên_chế xã_hội_hóa,2733546
đăng_ký tham_dự lớp bồi_dưỡng nâng cao năng_lực kỹ_năng truyền_thông bảo_vệ môi_trường trong thời_đại công_nghệ_số,2733546
có ý_kiến kh tu,2733552
thành_lập quản_lý khu_vực phát_triển đô_thị cơ_sở sáp_nhập trung_tâm dịch_vụ tư_vấn đầu_tư xây_dựng trực_thuộc ban quản_lý đầu_tư xây_dựng khu đô_thị mới vào ban quản_lý đầu_tư xây_dựng khu đô_thị mới,2733552
miễn_nhiệm ngạch thanh_tra_viên,2733546
ban_hành quy_định chức_năng nhiệm_vụ quyền_hạn cơ_cấu tổ_chức môi_trường,2733552
kết_quả kiểm_điểm theo kết_luận thanh_tra kl tttp p2 thanh_tra liên_quan dự_án bê_tông cung_ứng vlxd thuộc khu chức_năng đô_thị mới do công_tnhh minh_hòa làm_chủ đầu_tư,2733552
tham_vấn ý_kiến để chuyển xếp lương đối_với chỉ_huy_trưởng chỉ_huy quân_sự,2733546
đánh_giá tình_hình kết_luận kl tu ban thường_vụ thành_ủy giai_đoạn,2733552
tham_dự lớp bồi_dưỡng kiến_thức dân_tộc dân_tộc,2733546
góp_ý tổ_chức hành_động tiếp_nhận giải_quyết thủ_tục hành_chính ngay trong,2733540
kiểm_tra hoạt_động văn_hóa cơ_sở phúc_tra danh_hiệu văn_hóa trong phong_trào dân đoàn_kết xây_dựng đời_sống văn_hóa địa_bàn,2733522
tuyển_dụng công_chứng,2733546
rà_soát đối_chiếu giải_quyết đơn thư công_dân quý,2733570
công_văn khảo_sát khu_vực cách_ly làm đề thi kỳ thi_tuyển công_chức,2733570
đăng_ký tham_dự lớp bồi_dưỡng ngạch kế_toán viên,2733546
hoạt_động phòng chống dịch covid,2733570
góp_ý dự_thảo nghị_định khuyến_khích bảo_vệ cán_bộ năng_động sáng_tạo dám nghĩ dám làm dám đột_phá vì lợi_ích chung,2733546
đăng_ký nhu_cầu tổ_chức thi_tuyển chức_danh lãnh_đạo quản_lý,2733546
sơ_kết chương_trình hành_động ctr hu huyện_ủy cải_cách hành_chính nâng cao chất_lượng phục_vụ doanh_nghiệp giai_đoạn,2733540
kết_quả_thực_hiện kh tu ban thường_vụ thành_ủy kết_luận kl tw ban_chấp_hành trung_ương,2733546
số_liệu cán_bộ công_chức viên_chức thôi_việc,2733546
văn_thư lưu_trữ,2733534
đề_nghị thẩm_định hồ_sơ công_chức đi nước_ngoài riêng,2733546
không đăng_ký nhu_cầu thi_tuyển chức_danh lãnh_đạo quản_lý cấp phòng tương_đương,2733546
góp_ý dự_thảo thông_tư hướng_dẫn quy_định đào_tạo bồi_dưỡng cán_bộ công_chức viên_chức,2733546
nghị_quyết nq hđnd hội_đồng mức thu phí đăng_ký giao_dịch bảo_đảm đối_với hoạt_động đăng_ký do cơ_quan địa_phương bằng quyền sử_dụng đất tài_sản gắn liền với đất địa_bàn,2733540
ý_kiến góp_ý dự_thảo nghị_định_tinh_giản biên_chế dự_thảo,2733552
công_nhận ban_chấp_hành ban thư_ký hội sinh_viên khóa vi nhiệm_kỳ,2733552
đề_xuất chuyển lớp cập_nhật quy_trình mới văn_thư theo nđ nđ cp,2733534
đánh_giá phân_loại công_chức theo hiệu_quả công_việc quý,2733546
kh kiểm_tra thực_thi nhiệm_vụ công_vụ đối_với cán_bộ công_chức viên_chức,2733570
kiện_toàn nhân_sự liên_ngành để dự_án giải_quyết ngập do triều khu_vực có xét đến yếu_tố biến_đổi khí_hậu giai_đoạn,2733552
phê_duyệt chiến_lược sản_xuất kinh_doanh đầu_tư phát_triển tổng_công_ty nông_nghiệp sài_gòn_tnhh thành_viên,2733552
đề_án nghiên_cứu xây_dựng tiêu_chí đánh_giá gia_đình hạnh_phúc giai_đoạn,2733552
công_nhận danh_hiệu tập_thể lao_động xuất_sắc,2733522
ban_hành quy_chế xét tặng giải_thưởng,2733522
phê_duyệt quỹ tiền_lương người lao_động thông_qua quỹ tiền_lương người quản_lý chuyên_trách quỹ thù_lao người quản_lý không chuyên_trách,2733552
phối_hợp tổ_chức thi nâng ngạch công_chức thăng_hạng chức_danh nghề_nghiệp viên_chức,2733546
kết_quả_thực_hiện ban chỉ_đạo cải_cách hành_chính tài_chính,2733540
tiến_độ chủ_đề nâng cao hiệu_quả hoạt_động công_vụ đẩy_mạnh cải_cách hành_chính cải_thiện môi_trường đầu_tư thúc_đẩy phát_triển kinh_tế đảm_bảo_an_sinh xã_hội địa_bàn bình_tân_quý,2733546
thay_đổi chủ đầu_tư hóa hồ_sơ tài_liệu trung_tâm lưu_trữ lịch_sử,2733534
xây_dựng phê_duyệt đề_án vị_trí việc_làm,2733546
hướng_dẫn kinh_phí chi_thu_nhập tặng thêm theo nq nq hđnd cho cán_bộ công_chức ngành y_tế thuộc khối,2733546
hướng_dẫn_giải_quyết chế_độ tiền_lương bảo_hiểm xã_hội đối_với ông sau khi hết thời_gian giữ chức_vụ kiểm_soát_viên công_ty,2733552
cho phép cán_bộ đi nước_ngoài,2733546
xây_dựng chiến_lược phát_triển doanh_nghiệp sx kd đầu_tư phát_triển sx kd tổng_công_ty cấp_nước tnhh,2733552
cử_nhân_sự tham_gia kiểm_tra đăng_ký dự_tuyển kỳ thi_tuyển công_chức,2733546
bổ_nhiệm lại kiểm_soát viên chuyên_trách tổng_công_ty nông_nghiệp tnhh,2733552
đăng_ký tham_gia lớp bồi_dưỡng ngạch kế_toán viên kế_toán chính,2733546
góp_ý dự_thảo quy_định đánh_giá kết_quả hoạt_động người quản_lý doanh_nghiệp trưởng ban kiểm_soát kiểm_soát viên theo nghị_định nđ cp chính_phủ mức chi thưởng theo nghị_định nđ cp chính_phủ,2733552
phúc_đáp công_văn snv tcbc tcpcp,2733552
tổ_chức đoàn lãnh_đạo ubnd thăm làm_việc,2733546
kỷ_luật cán_bộ công_chức viên_chức,2733546
cv số_lượng cơ_cấu đề_xuất chỉ_tiêu nâng ngạch công_chức thăng_hạng chức_danh nghề_nghiệp viên_chức,2733546
cv xin thôi tham_dự lớp bồi_dưỡng kiến_thức đối_ngoại,2733546
góp_ý nội_dung ủy quyền cấp giấy chứng_nhận cơ_sở đủ điều_kiện an_toàn thực_phẩm,2733552
chủ_đề nâng cao hiệu_quả hoạt_động công_vụ đẩy_mạnh cải_cách hành_chính cải_thiện môi_trường đầu_tư thúc_đẩy phát_triển kinh_tế đảm_bảo_an_sinh xã_hội địa_bàn quý,2733546
đăng_ký nhu_cầu tổ_chức thi_tuyển chức_danh lãnh_đạo quản_lý,2733546
nội_dung phản_ánh kiến_nghị công_dân theo yêu_cầu công_văn snv,2733570
quản_lý nhà_nước văn_thư lưu_trữ quản_lý_tài_liệu lưu_trữ,2733534
cử_nhân_sự tham_gia chỉ_đạo giúp_việc chỉ_đạo sắp_xếp khu_phố ấp địa_bàn,2733552
góp_ý dự_thảo quyết_định ban_hành quy_định chức_năng nhiệm_vụ quyền_hạn cơ_cấu tổ_chức trung_tâm kỹ_thuật tiêu_chuẩn đo_lường chất_lượng thuộc chi_cục tiêu_chuẩn đo_lường chất_lượng công_nghệ,2733552
đánh_giá theo hiệu_quả công_việc đối_với giám_đốc,2733552
góp_ý dự_thảo thông_tư hướng_dẫn vị_trí việc_làm,2733546
công_nhận danh_hiệu tập_thể lao_động xuất_sắc đối_với tập_thể thuộc,2733522
nhanh trường_hợp nhiễm covid,2733570
góp_ý dự_thảo nghị_quyết hỗ_trợ doanh_nghiệp nhỏ vừa giai_đoạn,2733552
mở_rộng nội_dung ủy quyền cho chủ_tịch ubnd tp thành_lập tổ_chức hội_nghị theo nđ,2733552
tình_hình doanh_nghiệp quý,2733552
kết_quả giám_sát tình_hình quản_lý sản_xuất kinh_doanh tình_hình lao_động tiền_lương tiền thưởng,2733552
tài_chính,2733552
quyết_định qđ ttg chính_sách hỗ_trợ tiền thuê nhà cho người lao_động địa_bàn,2733552
thông_báo kết_quả chấm thi_viết kỳ thi_tuyển chức_danh lãnh_đạo quản_lý cấp phòng tương_đương vncpt,2733546
đề_nghị nâng phụ_cấp thâm_niên nhà_giáo đối_với viên_chức,2733546
cung_cấp danh_mục tài_liệu hướng_dẫn ôn thi_tuyển công_chức,2733546
đăng_ký danh_hiệu thi_đua đối_với cơ_quan đơn_vị thuộc,2733522
phối_hợp mở lớp bồi_dưỡng nghiệp_vụ lĩnh_vực lđ tbxh khóa bồi_dưỡng cấp chứng_chỉ quốc_gia,2733546
góp_ý dự_thảo bồi_dưỡng nghiệp_vụ đối_với cán_bộ công_chức làm tín_ngưỡng tôn_giáo địa_bàn giai_đoạn,2733546
đề_xuất ban_hành_văn_bản số_lượng cơ_cấu đề_xuất chỉ_tiêu nâng ngạch công_chức thăng_hạng chức_danh nghề_nghiệp viên_chức,2733546
góp_ý dự_thảo thông_tư bãi_bỏ toàn_bộ quyết_định qđ btc quyết_định qđ,2733552
quyết_định ban_hành cải_thiện chỉ_số hiệu_quả quản_trị hành_chính công cấp tỉnh papi địa_bàn hóc môn,2733540
thẩm_định quỹ tiền_lương công_ty,2733552
khuyến_khích đại_học,2733546
cv cử_nhân_sự tham_gia tập_huấn nghiệp_vụ hành_chính,2733540
số_lượng cơ_cấu đề_xuất chỉ_tiêu dự thi nâng ngạch công_chức thăng_hạng chức_danh nghề_nghiệp viên_chức,2733546
cử cán_bộ công_chức viên_chức tham_dự lớp bồi_dưỡng nghiệp_vụ đấu_thầu,2733546
công_văn phúc_đáp không đăng_ký nhu_cầu tham_dự lớp bồi_dưỡng kiến_thức quản_lý nhà_nước chương_trình chuyên_viên cao_cấp,2733546
đề_án tăng_cường xây_dựng tổ_chức đảng tổ_chức chính_trị xã_hội trong đơn_vị kinh_tế tư_nhân địa_bàn giai_đoạn những tiếp_theo,2733552
ủy quyền một_số nhiệm_vụ quyền_hạn ủy_ban,2733552
thông_báo phân_công thành_viên chuyên_trách giúp_việc ban chỉ_đạo cchc,2733540
góp_ý dự_thảo nhiệm_vụ kèm theo công_văn snv ccvc,2733546
đề_nghị đánh_giá phân_loại theo hiệu_quả công_việc đối_với hiệu_trưởng chủ_tịch hội_đồng trường đại_học,2733552
chuyển_đổi ngành logistics địa_bàn giai_đoạn định_hướng đến,2733546
thành_lập hội_đồng cấp xét tặng danh_hiệu thầy_thuốc thầy_thuốc ưu_tú lần thứ thay_thế tờ_trình,2733552
hướng_dẫn nghiệp_vụ đối_với đối_tượng tiếp_nhận vào làm công_chức không qua thi,2733546
ban_hành thông_tin tuyên_truyền cải_cách hành_chính,2733540
tổ_chức bồi_dưỡng chương_trình xây_dựng nông_thôn mới nông_thôn mới thông_minh,2733546
hoạt_động kiểm_soát doanh_nghiệp,2733552
đăng_ký tham_dự lớp bồi_dưỡng văn_hóa công_vụ,2733546
thống_kê văn_thư lưu_trữ tài_liệu lưu_trữ,2733534
điều_chỉnh bổ_sung thông_tin đối_tượng ưu_tiên kỳ thi_tuyển công_chức,2733546
cung_cấp số_liệu phục_vụ kết_quả sắp_xếp đơn_vị sự_nghiệp công_lập giai_đoạn tinh_giảm biên_chế giáo_viên nhân_viên y_tế giai_đoạn nhu_cầu biên_chế giáo_viên nhân_viên y_tế giai_đoạn,2733552
chấp_thuận cho công_chức đi nước_ngoài riêng,2733546
ban_hành quy_định chức_năng nhiệm_vụ quyền_hạn cơ_cấu tổ_chức trung_tâm y_tế trực_thuộc ủy_ban,2733552
ban_hành qđ thành_lập ban biên_soạn tài_liệu gdđp lớp cấp thcs lớp,2733552
phát_động phong_trào thi_đua cải_cách hành_chính nhân rộng mô_hình giải_pháp sáng_kiến tiêu_biểu cải_cách hành_chính xây_dựng tiến tới tham_gia đăng_ký dự thi giải_thưởng sáng_tạo lần thứ lĩnh_vực quản_lý nhà_nước,2733540
góp_ý tổ_chức giải đi bộ chạy bộ địa_bàn,2733522
bồi_dưỡng cán_bộ công_chức hội liên_hiệp phụ_nữ cấp chi_hội_trưởng phụ_nữ,2733546
tổ_chức hoạt_động vận_tải phòng chống dịch covid trong tình_hình mới đối_với lĩnh_vực giao_thông vận_tải,2733570
đăng_ký tham_gia lớp bồi_dưỡng lãnh_đạo quản_lý cấp phòng,2733546
hoạt_động phòng chống dịch covid,2733570
cb cc tham_dự lớp bồi_dưỡng nâng cao năng_lực kỹ_năng truyền_thông năng_lực kỹ_năng truyền_thông bảo_vệ môi_trường trong thời_đại công_nghệ,2733546
ban_hành quy_chế hoạt_động liên_ngành chống khai_thác thủy_sản bất_hợp_pháp không không theo quy_định địa_bàn,2733552
sơ_kết qđ qđ ubnd ubnd tp phê_duyệt đề_án văn_hóa công_vụ địa_bàn tp hcm,2733546
miễn_nhiệm ngạch thanh_tra viên ông,2733546
hoạt_động phòng chống dịch địa_bàn,2733552
rà_soát đăng_ký nhu_cầu tuyển_dụng công_chức cơ_quan đơn_vị thuộc ubnd tb,2733546
công_điện cđ ttg thủ_tướng,2733552
nâng bậc lương niên_hạn quý,2733546
chuyển tài_khoản trung_tâm y_tế trực_thuộc y_tế thành trung_tâm y_tế trực_thuộc ubnd để đăng_nhập vào phần_mềm quản_lý hồ_sơ điện_tử,2733546
tình_hình thôi_việc tuyển_dụng mới đới với công_chức viên_chức,2733546
kiện_toàn tổ tháo_gỡ khó_khăn vướng_mắc cho dự_án đầu_tư địa_bàn,2733552
tổ_chức phát_động hành_động tiếp_nhận giải_quyết thủ_tục hành_chính trong,2733540
dự_thảo nghị_quyết chính_phủ thí_điểm thành_lập quản_lý trật_tự xây_dựng đô_thị thuộc ủy_ban,2733552
xin chủ_trương nghiên_cứu xây_dựng đề_án hoàn_thiện mô_hình tổ_chức bộ_máy hoạt_động bql,2733552
đơn nặc_danh trường mầm_non chuyển thanh_tra,2733570
phân_tích đánh_giá thực_trạng hiệu_quả hoạt_động_sản_xuất kinh_doanh có hs kèm theo,2733552
cấp tài_khoản hệ_thống quản_lý cải_cách hành_chính,2733540
hướng_dẫn nghiệp_vụ đối_với nội_dung ủy_ban chủ_tịch ủy_ban ủy quyền cho ủy_ban chủ_tịch ủy_ban,2733552
kiện_toàn nhân_sự ban chỉ_đạo sắp_xếp lại xử_lý nhà đất thuộc sở_hữu nhà_nước địa_bàn,2733552
tổng_kết phong_trào thi_đua yêu nước khen_thưởng phương_hướng nhiệm_vụ,2733522
tiếp tỉnh đăng_ký làm_việc học_tập kinh nghiệmvề chuyển_đổi,2733552
